Cooking in a microwave is easier than cooking on the stovetop because the _ is faster.	microwave	stovetop	microwave	agree	If X is faster than Y, then X is easier than Y.
Talking to strangers and making friends came easily to Robert but not Michael because _ was easygoing.	Robert	Michael	Robert	agree	If X is more easygoing than Y, then it is easier for X to make friends.
Mary preferred to use the toaster to warm her bread and not the microwave because the _ worked better.	toaster	microwave	toaster	agree	If X works better, then she will prefer to use X instead of Y.
Brett was more prepared to be a parent than Aaron because _ had spent a lot of time with children.	Brett	Aaron	Brett	agree	If X spent more time with children than Y, then X is more prepared to be a parent.
Samuel does not own any stocks, while Brett has lots of them, so _ is probably the richer person.	Samuel	Brett	Brett	agree	If X owns more stock than Y, then X probably is richer.
The drying machine was disposable at this point, but we still relied on the washboard, as the _ was essential at this point.	drying machine	washboard	washboard	agree	If X is relied upon and Y is disposable at a particular moment, then X is essential at that moment.
The cruise itinerary was changed to replace the movie with the musical, as the _ was declining in popularity.	movie	musical	movie	agree	If X is more popular than Y, then X will replace Y.
Franklin played cribbage with golf tees instead of the usual pegs, because the _ were more fun.	tees	pegs	tees	agree	If someone thought X was more fun than Y, they would use X.
Due to his digestive intolerance, he cut fruit out of his diet and ate grain, since the _ was soothing to his intestines.	fruit	grain	grain	agree	If Y is soothing to the intestines, then he will choose to cut out X instead of Y.
Maintaining a healthy diet was easier for Cynthia than Victoria because _ didn't like many fruits and vegetables.	Cynthia	Victoria	Victoria	agree	If X doesn't like fruits and vegetables as much as Y, then it's harder for X to maintain a healthy diet.
The man bought the carnations instead of the roses because the _ were very colorful.	carnations	roses	carnations	agree	If X is more colorful than Y, then X is more appealing.
To avoid having his urine smell, James chose broccoli over asparagus, because the _ was a worse choice for him.	asparagus	broccoli	asparagus	agree	If X makes urine smell bad, then Y is a better choice to eat than X.
After he stopped watching TV and started reading a new book, his knowledge grew, this was because the _ was much more unilluminating.	book	TV	TV	agree	If X is not illuminating, then he will start doing Y to learn.
Felicia likes working for the company in the city more than the one in the country.  The _  is fun.	city	country	city	agree	If X is more fun than Y, then Felicia would like working in X better.
Betty explained to Jessica about how she was removing plastics from her life.  _ was confident.	Betty	Jessica	Betty	agree	If X is confident about something, they can explain it to Y.
The masquerade party was a lot of fun for Randy but not Neil because _ liked to get dressed up in fancy costumes.	Randy	Neil	Randy	agree	If X likes to get dressed up, and Y doesn't, then X would enjoy a masuerade party more than Y would.
It was easy for Randy to fix the broken boiler but not Christopher as _ was very good at mechanical things.	Randy	Christopher	Randy	agree	If X is better at mechanical things than Y, then X would have an easier time fixing the boiler.
The lemmings fled from the hill and into the field, as the _ was abundant with fun activities for them.	hill	field	field	agree	If Y is abundant with fun activities, then the lemmings will flee from X to Y.
My dog likes his squeaky toy more than his chew toy because the _ is fun.	chew toy	squeaky toy	squeaky toy	agree	If X is more fun than Y, then one would want to play with X.
Christine trimmed the overgrown shrubs instead of Katrina because _ is a very experienced gardener.	Christine	Katrina	Christine	agree	If X is an experienced gardener, then X will trim the shrubs instead of Y.
The company hired Brian but not Neil for the accounting job because _ was great with numbers.	Brian	Neil	Brian	agree	If X has great skills, then the company will chose X rather than Y to do the job.
Donald never understood accounting, but Ryan knew everything about it, so the business of _ was consistently profitable.	Donald	Ryan	Ryan	agree	If X knows more about accounting than Y, then if X is working in accounting, it would be profitable.
Tanya showed microscope slides to Rebecca to examine single-celled organisms, because _ wanted to share the wonder of the tiny world.	Tanya	Rebecca	Tanya	agree	If X is knowledgeable about organisms, they could share the information with Y.
Employees disliked working for Steven and asked to transfer to Brett 's department, since _ was a wonderful boss.	Steven	Brett	Brett	agree	If X is a better boss than Y, people want to be on X's team.
Donald wasn't as diligent as Kevin when guarding the gate, so _ was rewarded by the sergeant.	Donald	Kevin	Kevin	agree	If X is more diligent than Y, then X is rewarded.
It made sense that Joseph would buy a puppy but that Benjamin would not because _ really liked dogs.	Joseph	Benjamin	Joseph	agree	If X buys a puppy but Y does not X probably likes dogs.
Tanya had the skill to be a pianist but Elena did not as _ was very bad at music.	Tanya	Elena	Elena	agree	If X is bad at music, then X wouldn't be as good of a pianist as Y.
Jennifer asked Mary for help understanding the diagnosis given by the doctor because _ had a lot of medical training.	Jennifer	Mary	Mary	agree	If X has a lot of training in something, then X is able to help Y who hasn't.
After hearing about the good reviews Jeffrey went to Robert for a wedding cake because _ was baker.	Jeffrey	Robert	Robert	agree	If X is a baker, then X can make a cake for Y's wedding.
Jason moved from an apartment to a house because the _ had the space he needed.	apartment	house	house	agree	If X provides more space to someone than Y, then they will move to X.
Billy replaced the wood counter with granite over the summer time, the _ was trendy.	wood	granite	granite	agree	If Y is trendy, then X will be replaced with Y.
Instead of the tophat, the man choose to wear the fedora, because he found the style of the _ to be very appealing.	tophat	fedora	fedora	agree	If the style of Y is appealing, then the man will choose to wear Y instead of X.
At summer camp, Steven beat Neil at the can crushing contest because _ was stronger.	Steven	Neil	Steven	agree	If X is stronger than Y, then X will be better at crushing cans than Y.
The bestselling book was written by Angela and the failing book was written by Betty, because _ was a prolific writer.	Angela	Betty	Angela	agree	If the best selling book was written by X, and the failing book was written by Y, then X is a prolific writer.
Amy had an infected wound being treated by Laura because _ didn't have a first aid kit.	Amy	Laura	Amy	agree	If X had a first aid kit, then they could treat Y's wound.
Adam showed up empty-handed to the housewarming party, while Joel brought a gift, because _ was rude.	Adam	Joel	Adam	agree	If Y brought a gift to the party, and X did not, then X is rude.
The account of Lawrence had a negative balance as opposed to Justin, due to the fact that _ was wealthy.	Lawrence	Justin	Justin	agree	If X is wealthy compared to Y, then Y might have a negative balance on their account.
Natalie helped Laura to sew up her torn clothes since _ was very skilled with a needle and thread.	Natalie	Laura	Natalie	agree	If X is more skilled than Y at sewing then X will help Y with a task.
The couple drank wine out of glasses instead of mugs, because the _ were dirty.	mugs	glasses	mugs	agree	If X is dirty compared to Y, people will drink out of Y.
We decided to adopt the small dog instead of the big dog because the _ seemed easier to take care of.	small dog	big dog	small dog	agree	If X is easier to take care of than Y, then people are more likely to adopt X.
Natalie is very skilled at holding a conversation but Megan is not. _ is quite popular at dinner parties.	Natalie	Megan	Natalie	agree	If X is skilled at conversation then X would be entertaining and therefore popular when Y isn't.
I chose to eat the beef instead of the pork because when I ate the _ dishes I got sick.	pork	beef	pork	agree	If X makes someone sick, they would eat Y instead.
The box would not fit through the door in my house, because the _ was too wide.	box	door	box	agree	If X is too wide, then X won't fit through Y.
He would rather win the ball than the bat at the raffle, because he found the _ to be useless.	ball	bat	bat	agree	If X is useless to someone and Y isn't, they prefer getting Y.
The skateboard that I bought is faster than my scooter now because the _ has perfect wheels.	skateboard	scooter	skateboard	agree	If X has perfect wheels, it will be faster than Y.
I took my date to a concert instead of a movie because the _ was more boring.	concert	movie	movie	agree	If X is more boring than Y, then Y would be a better date.
The kids despised the park but loved the house, as the _ was exciting for them.	park	house	house	agree	If X is more exciting then Y, then the kids would like X better.
The musician was able to perform on the sax much better than on the flute, because the _ was tuned perfectly.	flute	sax	sax	agree	If X is in perfect condition than Y, then X is able to perform better than Y
Joan decided to swap the old gemstone in her ring for a new gemstone because the _ was uglier.	new gemstone	old gemstone	old gemstone	agree	If X is uglier than Y, X will be replaced by Y
The woman took the clothes from the dryer and placed them in the basket until the _ was full.	dryer	basket	basket	agree	If clothes are being removed from X, they wouldn't be placed into them until X was full, but rather Y.
Elena had a lot of skills in the bedroom but Felicia had few skills. _ was able to satisfy all their lovers.	Elena	Felicia	Elena	agree	If X has a lot of skills compared to Y, then X will perform better.
Shopping is something that Kyle loves to do but not William, consequently _ can spend hours at the mall with great joy.	Kyle	William	Kyle	agree	If X loves doing something and Y doesn't, then X will spend time doing it.
The woman thought essential oils would cure her illness better than medicines because she believed the _ were effective.	oils	medicines	oils	agree	If X is believed to be more effective than Y, then someone will think X will cure their illness better than Y.
The backhoe failed to remove the boulder but the bulldozer could, as the _ was correctly equipped for the job.	backhoe	bulldozer	bulldozer	agree	If Y is correctly equipped for the job, then X will fail to move the boulder, while Y could.
As the teacher teaches the children she uses the animal as a prop instead of the robot since the _ seemed friendly.	animal	robot	animal	agree	If X seems friendlier than Y, X should be used to teach children.
Cheerleading suited Christine but not Carrie because _ didn't have talent or make the cheer squad.	Christine	Carrie	Carrie	agree	If X is more talented than Y on a certain task, then X is more suitable for it.
I liked the reason a lot better than the excuse, because the _ was honest.	reason	excuse	reason	agree	If Y's are generally viewed as ways of bending or hiding the truth, so X would be more honest.
Maria taught Laura many words to build their vocabulary because _ was an SAT tutor.	Maria	Laura	Maria	agree	If X is a tutor, then X can teach Y
Most people definitely prefer to have dreams over nightmares anytime, because the _ are enjoyable.	dreams	nightmares	dreams	agree	If X is more enjoyable than Y, people will prefer to have X rather than Y.
The cow stopped eating grass and started munching on grain, since the _ was tastier.	grass	grain	grain	agree	If X is tastier than Y, then X will be eaten
We moved the camping trip from the park to the mountain, since the _ had become hostile territory.	park	mountain	park	agree	If X becomes a more dangerous place than Y, people will move their trip from X to Y.
Marco watched his diet carefully so he decided to choose an apple over candy for a snack because the _ was junkier.	apple	candy	candy	agree	If Marco is on a diet, and X is a healthier food than Y, then Marco should choose X.
Victoria was counseled on her legal options by Betty because _ was a legal professional.	Victoria	Betty	Betty	agree	If X is a legal professional, they could give legal advice to Y.
Angela is taking lessons from Erin on growing plants and things because _ is a newbie.	Angela	Erin	Angela	agree	If X has more experience than Y, then Y can take lessons from X.
Steven doesn't come off as sensual as Hunter does, so _ must be the more sexy person.	Steven	Hunter	Hunter	agree	If X comes off as more sensual then Y, then X is sexier.
Lawrence often lost more money gambling than Eric because _ was risky with their money.	Lawrence	Eric	Lawrence	agree	If X is more risky with their money than Y, then X will lose more money.
The couple decided to take Joel's Jeep camping instead of Donald's Prius, because _ 's car was better suited to off roading.	Joel	Donald	Joel	agree	If X is more suited for off roading than Y, then X will be chosen for camping instead of Y
Kyle was not able to have a lavish lifestyle but Lawrence could because _ had lots of money.	Kyle	Lawrence	Lawrence	agree	If X has more money than Y, then X would know more about lavish lifestyles.
Tara found that the new table would not fit in her room because the _ was too big.	table	room	table	agree	If X is bigger than Y, then X won't fit in Y.
Leslie was better able to communicate their ideas to the group than Brian, because _ was confident.	Leslie	Brian	Leslie	agree	If X is more confident in their ideas than Y, then X is better in communicating them to people.
Felicia helped the old lady who felt sick while Rachel told her to get a taxi. _ was rude.	Felicia	Rachel	Rachel	agree	If X wants a taxi instead of being kind to a sick lady like Y then X is being rude.
I always went to the church near my house and not the cathedral far away, because the _ was useful.	church	cathedral	church	agree	If X is useful, then she will go to X instead of Y.
The old plastic caps were replaced by wooden corks because the _ were very leaky.	caps	corks	caps	agree	If X was leaking, then replacing X with Y would be helpful.
Betty did Maria's nails with a special marbling effect she knew, because _ had good skills.	Betty	Maria	Betty	agree	If X has good skills, X will do a special effect.
We used an abacus to calculate rather than a computer, as the _ was reliable to do it right.	abacus	computer	abacus	agree	If X is more reliable than Y, then X will be used for calculations.
Mary was perfectly happy about giving a speech but Kayla was not because _ was very confident.	Mary	Kayla	Mary	agree	If X is happy, and Y is not, then X is confident.
The guitar came easily to Felicia, but Christine really struggled, as a result of _ 's dexterous fingers.	Felicia	Christine	Felicia	agree	If X has more dexterous fingers than Y, then the guitar would be easy for X.
Diamonds are Adam's specialty, whereas Kyle has no experience with them because _ is a jeweler.	Adam	Kyle	Adam	agree	If X is an expert, then X has more experience than Y.
My cousin preferred the treatments over the procedures because the _ were better for your health.	treatments	procedures	treatments	agree	If X is better for your health than Y, then someone should pick X.
After tasting both dishes, the judge decided that Randy's rice was better than William's because _ used the right amount of seasoning.	Randy	William	Randy	agree	If X uses the right amount of seasoning compared to Y, X's rice will be better than Y's.
Rachel is teaching Samantha how to read a book that is very interesting, since _ is a teacher.	Rachel	Samantha	Rachel	agree	If X is more experienced than Y at a task then X will teach Y how to perform the task.
When Tanya's dog ran away, Mary helped look for the dog. _ was very helpful.	Tanya	Mary	Mary	agree	If Y helps look for the X's dog, the Y is very helpful.
It was easier for Angela to make home remedies than Natalie because _ knew nothing about the healing qualities of herbs.	Angela	Natalie	Natalie	agree	If X knows more about home remedies than Y, then it's easier for X to make home remedies.
Kyle asked Justin for some financial help because _ knows how to balance a checkbook.	Kyle	Justin	Justin	agree	If Y knows how to balance a checkbook, then X will ask Y for help.
Most people definitely prefer to have dreams over nightmares anytime, because the _ are horrific.	dreams	nightmares	nightmares	agree	If X is horrific, people would prefer to experience Y.
Tim preferred putting the medicine in a cheese ball instead of a spoon, because the _ made it easier to swallow.	cheese ball	spoon	cheese ball	agree	If X is easier to swallow than Y, then X will be used to take medicine instead of Y.
Bob wanted to sell his piano and buy a keyboard, because the _ was new.	piano	keyboard	keyboard	agree	If Y is new, then Bob will want to sell X and buy Y.
He would rather win the ball than the bat at the raffle, because he found the _ to be useful.	ball	bat	ball	agree	If X is more useful than Y, then people want to win X.
Dennis ate as much fish as he could compared to Derrick, because _ enjoyed it a lot.	Dennis	Derrick	Dennis	agree	If X ate as much as he could compared to Y, then X enjoyed it a lot.
I was planning to make minced garlic and opted to use the food processor instead of a knife because the _ is quicker.	food processor	knife	food processor	agree	If X does the job faster, then people should use X instead of Y.
Betty always wasted money while Rebecca maintained a budget, so _ always bought needless things.	Betty	Rebecca	Betty	agree	If X wastes money, X will buy needless things.
Chaney the animal loved playing with blankets and not with toys because the _ were annoying.	blankets	toys	toys	agree	If Y is annoying, then the animal will want to play with X instead of Y
Laura is teaching Tanya how to fish for catfish since _ is an experienced fisherman.	Laura	Tanya	Laura	agree	If X is an experienced fisherman, then X can show Y how to do it.
Kyle's frustrations have been growing, so they visit Ryan to talk. _ is a therapist.	Kyle	Ryan	Ryan	agree	If X is a therapist, Y will talk to X about frustrations.
Maria managed to defeat Megan in the long and terrible battle, because _ is the weaker fighter.	Maria	Megan	Megan	agree	If X is weaker compared to Y, X will be defeated in a long fight.
By my judgment, you should get the dictionary instead of the atlas because the _ is less useful.	dictionary	atlas	atlas	agree	If X is more useful than Y, then you should get X.
Emily wants to grow turnips so she asks her friend Rachel for an advice, so _ gives her advice.	Emily	Rachel	Rachel	agree	If X wants advice from Y about something Y knows about, Y gives the advice.
The woman took the backpack instead of the duffle bag on the trip, because the _ was more comfortable to carry.	backpack	duffle bag	backpack	agree	If X is more comfortable to carry than Y, then X is a better choice to carry on a trip.
John replaced his single handbell with a drum set for Christmas last year, the _ was trendy.	handbell	drum set	drum set	agree	If X is trendy and Y isn't, people will replace Y with X.
The bottles supplied is not enough to collect the water. The _ is too much.	bottle	water	water	agree	If X is too much, then Y will not be enough to store X.
Rebecca was a good receptionist, unlike Kayla, since _ has good customer service skills to fulfill her job.	Rebecca	Kayla	Rebecca	agree	If X has better customer service skills than Y, X would be a better receptionist.
The woman preferred traveling by train instead of airplane because she felt the _ was safe.	train	airplane	train	agree	If someone thinks X is more safe, then she will prefer to travel by X instead of Y.
When the bandage failed, we used a cloth to treat the wound, as the _ was up to the task.	bandage	cloth	cloth	agree	If X fail to do the job, people will use Y which is more reliable.
Jeffrey takes his trousers to Ryan for tailoring, because _ knows how to hem and sew.	Jeffrey	Ryan	Ryan	agree	If X knows how to tailor, then Y should bring his pants to him.
I tried to set the plant in the pot, but it didn't work because the _ was too large.	plant	pot	plant	agree	If X is too large compared to Y, then X doesn't fit in Y.
Sarah was very good at geometry while Victoria was very bad at it. _ failed the test.	Sarah	Victoria	Victoria	agree	If Y is very bad at geometry and X is very good at it, then Y will fail the test.
Susan liked the tea drink from the store better than the smoothie, because the _ tasted delicious.	drink	smoothie	drink	agree	If someone likes X more than Y then the person will prefer to consume X.
The exercises that Logan does are good for his back unlike Kevin because _ does them right.	Logan	Kevin	Logan	agree	If X does something right and Y doesn't, then X's actions are good for their body.
I like a thank you note more than a phone call, because the _ seems rude.	phone call	thank you note	phone call	agree	If X is less rude than Y, then X would be more desired.
Mark told Jason never to put his plants in copper containers, but to use clay pots instead because the _ was toxic.	clay	copper	copper	agree	If Y is toxic, then never put plants in Y, always use X.
I enjoyed the game more than I did the movie, because the _ was boring.	game	movie	movie	agree	If X is more boring than Y then the person will prefer Y over X.
Monica has a lot of confidence in their ability to play drums but Amy doesn't, because _ practices very seldom.	Monica	Amy	Amy	agree	If X doesn't practice regularly, then X won't be able to play better than Y.
In my opinion, oak is a far superior wood than pine, because the _ is very strong.	oak	pine	oak	agree	If X is stronger than Y, then X could be considered superior to Y
The theater always did much better than the cinema because the _ was very dead in town.	theater	cinema	cinema	agree	If X is in a dead part of town, then Y will do better than X.
Writing an essay did not come easy to Adam, while writing a poem did, because the _ was extremely easy for him to compose.	essay	poem	poem	agree	If someone find X easier to work on than Y, then X comes easy to them compared to Y.
The alcoholic hates drinking vodka, but really enjoys his whiskey. That's due to the _ being satisfying to him.	vodka	whiskey	whiskey	agree	If X is satisfied by drinking Y, then X will want to drink Y.
I used the computer instead of the calculator to do my math work because the _ was running faster.	calculator	computer	computer	agree	If X is faster than Y, X will be chosen.
Derrick baked a perfect Pumpkin pie for Christopher on Thanksgiving night from scratch, because _ is a known good cook.	Derrick	Christopher	Derrick	agree	If X is a good cook, then X will be able to cook from scratch for Y.
The couple decided to take Joel's Jeep camping instead of Donald's Prius, because _ 's car was ill suited to off roading.	Joel	Donald	Donald	agree	If X is not the right vehicle for the trip, then they will take Y instead.
Maria showed Mary how to fertilize their roses because _ was very experienced when it came to gardening.	Maria	Mary	Maria	agree	If X is more experienced than Y, then X can show Y how to do it.
Joel was very good at growing plants but Christopher was not. _ had a dead brown garden.	Joel	Christopher	Christopher	agree	If X is good at something but Y is not, then Y will do it poorly.
Billy had to take the exam using only his crayon instead of his pencil because the _ was broken.	crayon	pencil	pencil	agree	If X is broken, Y will be used instead.
To treat his liver cancer, the man decided to forgo the radiation in favor of chemotherapy, because he deemed the _ to be awful.	radiation	chemotherapy	radiation	agree	If X is a more awful treatment than Y, the man would want to use Y.
Monica helped Natalie study for her test because _ had considerable knowledgeable on the subject.	Monica	Natalie	Monica	agree	If X is knowledgeable about something, they can pass that knowledge on to Y.
Being sore from the gym, Megan asked Victoria for a rub down because _ was known to give a great massage.	Megan	Victoria	Victoria	agree	If X gives a great massage, then Y will ask X for a rub down.
oseph helped to cure Kevin's disease, so _ was thanked for being a good doctor.	Joseph	Kevin	Joseph	agree	If X cures Y's disease, people thank X.
The woman tried to put the list into her purse but the _ was too large.	purse	list	list	agree	If X does not fit in Y then X is too large.
Creative writing was Amy's passion, but Mary struggled to write even a short story. _ had bad imagination.	Amy	Mary	Mary	agree	If X has a better imagination then Y, then X would be a better story writer.
Rachel offered to teach Megan to play the piano because _ would be a good teacher.	Rachel	Megan	Rachel	agree	If X is a good teacher, then X will help to teach Y.
Matthew was explaining to Joseph how to properly build a fallout shelter.  _ was knowledgeable.	Matthew	Joseph	Matthew	agree	If X was sharing with Y is because he wants to help him
The wildlife photographer wanted to capture a wolf, and bought a new camera to replace his old camera because the _ was better.	new camera	old camera	new camera	agree	If X is better, then the person should replace Y with X.
Rebecca took many showers throughout the day, but Kayla did not. _ was a very clean person.	Rebecca	Kayla	Rebecca	agree	If X takes many showers and Y does not, then X is very clean.
The house's wood floors needed to be replaced. Rachel asked Rebecca for advice because _ was an interior designer.	Rachel	Rebecca	Rebecca	agree	If X is an interior designer, they can give Y advice on replacing their floors.
Sarah showed Mary how to put up wallpaper in the house because _ was quite experienced with home decorating and remodeling.	Sarah	Mary	Sarah	agree	If X is experienced in doing something, then X is able to show Y how to do it.
He was eager to eat the soup, but didn't want the sandwich, because he thought the _ was delicious.	sandwich	soup	soup	agree	If X is more delicious than Y, then X would get eaten.
Rachel is considered a leading expert witness over Victoria because _ has no experience in the field.	Rachel	Victoria	Victoria	agree	If X has more expertise than Y, then X would be the leading expert witness.
She ordered the slate to replace the wood on the patio because the _ was more durable.	slate	wood	slate	agree	If X is more durable, then she will order X to replace Y.
Justin noticed that Logan was coughing and went to get some cough medicine for it because _ was a sick person.	Justin	Logan	Logan	agree	If X notices Y is coughing, then Y is sick.
John hated his country far more than the world because the _ had many bad people.	country	world	country	agree	If X has more bad people than Y, then people hate X more than Y.
Joel wanted to get chickens for their backyard but Samuel did not because _ thought it would be fun taking care of them.	Joel	Samuel	Joel	agree	If X finds it fun to take care of a certain animal but Y doesn't, then X will want to take care of it.
The car of Kayla was more shiny than that of Carrie because _ had not polished their car.	Kayla	Carrie	Carrie	agree	If X hadn't polished her car, then her car wouldn't be as shiny as Y's.
The creative artist was making a collage and got a bunch of newspapers but not magazines because the _ were everywhere.	newspapers	magazines	newspapers	agree	If there are more X than Y, people will use X to make art creation.
The man liked the diet drinks, but hated the diet foods, because the _ tasted terrible.	foods	drinks	foods	agree	If X tasted better than Y, then the man would like consuming X better.
Jason was more highly honored than Aaron was because _ had been awarded less medals in the military.	Jason	Aaron	Aaron	agree	If X got more medals in the military than Y, then X was more highly honored.
Emily is considered a jock, while Christine is more of an artist. This is because _ is a painter.	Emily	Christine	Christine	agree	If X is a painter, then X is more artistic than Y
Donald spent a lot of time jumping rope on the playground but Samuel did not because _ had a lot of energy.	Donald	Samuel	Donald	agree	If X has more energy than Y then X will jump rope more than Y.
The doctor tried to put the bed in the hospital but the _ was too large.	hospital	bed	bed	agree	If X is larger than Y, then X won't fit in Y.
I removed beef from my diet and added pork, as the _ turned out to be unhealthy.	beef	pork	beef	agree	If X is unhealthy compared to Y then people will not eat X.
Benjamin was unhappy with their new cat, so they asked Eric for help. _ was not knowledgeable on how to take care of cats.	Benjamin	Eric	Benjamin	agree	If X is not knowledgeable, X will ask Y for help.
Randy was able to get their point across to Craig, because _ was very good at articulation.	Randy	Craig	Randy	agree	If X is good at articulating, then they would be able to get information across to Y.
Brian is preparing a cooked eggplant for Derrick's birthday meal, because _ wants to surprise her.	Brian	Derrick	Brian	agree	If X wants to surprise Y with a birthday meal, X can cook eggplant.
Unlike his friend who wrote songs about fast cars, John's songs were about mountains because the _ didn't interest him.	cars	mountains	cars	agree	If John doesn't like X as much as his friend does, he's going to write about Y and not X.
The friends stopped going to the cafe and opted for the park instead, as the _ had a hostile atmosphere now.	cafe	park	cafe	agree	If Y has a hostile environment nowhas a hostile atmosphere, then The friends will stop going to Y and start going to X.
I chose to buy the real Christmas tree instead of the fake Christmas tree this year because the _ looks much nicer.	real Christmas tree	fake Christmas tree	real Christmas tree	agree	If X looks nicer, then X will be chosen instead of Y.
Victoria was considered simple as opposed to Rachel who was considered a genius because _ had a very high IQ.	Victoria	Rachel	Rachel	agree	If X has a much higher IQ than Y, then X is considered a genius while Y is considered simple.
The kids preferred Christopher as a babysitter to Neil since _ always played with them.	Christopher	Neil	Christopher	agree	If X played with the kids, and Y didn't, the kids would prefer X.
Joel has decided to start cooking and asks for Christopher's help on how to boil lasagna noodles, because _ is experienced chef.	Joel	Christopher	Christopher	agree	If X has a lot of experience, then Y will ask for X help
The massage oils warmed Rachel's heart but the candles didn't do so because the _ were useful to her.	massage oils	candles	massage oils	agree	If X is useful and Y isn't, then X will warm your heart more.
i had to abandon pleasure to seek inner peace after my divorce, the _ was destructive.	pleasure	peace	pleasure	agree	If X is destructive, then X should be abandoned to find Y.
As a child, the man had great experiences with the skateboard but not the bike because the _ was fun.	skateboard	bike	skateboard	agree	If X is more fun than Y, then children love playing X more.
Amy knew how to install a computer operating system but Rachel did not as _ was very good with technology.	Amy	Rachel	Amy	agree	If X knows how to install a computer, and Y does not, then X is very good with technology.
Maria asked Laura to help them build a pool in their garden because _ was a professional builder.	Maria	Laura	Laura	agree	If pools require professional builders, and X asked someone else to do it it, makes sense that that person would be Y.
To get rid of mice, Laura suggested poison to Kayla, because _ felt it had worked well before.	Laura	Kayla	Laura	agree	If X feels that the method works, then X will suggest it to Y.
Brian loves seafood while Joseph hates it, so _ was thrilled when he was served fish for supper.	Brian	Joseph	Brian	agree	If X loves seafood, X will be happy to be served fish.
The boy played the game for longer than he watched television because he thought the _ was fun.	television	game	game	agree	If X is more fun than Y, then X will be done for a longer time.
Dennis needed assistance from Aaron on their taxes, because _ was a professional tax lawyer.	Dennis	Aaron	Aaron	agree	If X is a professional, X can assist Y.
The boy bought a necklace, instead of a ring for the girl he had a crush on. He thought the _ was prettier.	necklace	ring	necklace	agree	If X is prettier than Y, then X will be chosen.
The circus was in town and Brian wanted to go but Aaron didn’t because _ was really amused by clowns.	Brian	Aaron	Brian	agree	If X likes the performer compared to Y, X will likely want to go see it.
I dropped out of the class at the school and signed up for one at the academy, since the _ failed in teaching me to sew.	school	academy	school	agree	If X fails to help people learn, then they will go to Y instead.
Betty had the windows open last night, the wind last night it knocked the blind to the floor. The _ was strong.	wind	blind	wind	agree	If Y were strong, they'd be harder for X to knock to the floor, while if X were strong it'll likely knock Y to the floor.
Sarah asks Elena what she thinks about tongue piercings in general, because _ wants another opinion.	Sarah	Elena	Sarah	agree	If X wants another opinion, X will ask Y
The gardener decided to use the rake to chop the root instead of the shovel. The _ was sharper and more efficient.	shovel	rake	rake	agree	If X is sharper and more efficient than Y, then the gardener should use X.
Tommy read the book instead of the magazine for the reason that the _ was far more interesting.	book	magazine	book	agree	If X is more interesting than Y, then Tommy would rather read X.
Jake chose chemotherapy for his cancer instead of pills because the doctor said the _ was more effective.	pills	chemotherapy	chemotherapy	agree	If X is more effective than Y then X will be chosen.
At the visit to the hospital, Jeffrey got checked up and was prescribed medicine by Christopher because _ was the doctor.	Jeffrey	Christopher	Christopher	agree	If X is a doctor, then X is able to prescribe medicine to Y.
The chemist poured the liquid out of the flask and into the container until the _ was almost full.	flask	container	container	agree	If the contents of X is being poured into Y, then Y will end up full.
The workshop was attended by Emily, and Elena was the speaker, because _ is a student.	Emily	Elena	Emily	agree	If X is a student, and Y isn't, then X would be in attendance, and Y would be the speaker.
The tired woman in the living room moved from the loveseat to the couch because the _ was comfortable.	loveseat	couch	couch	agree	If X is more comfortable than Y, then X will be chosen over Y.
Ryan had to be fitted for a leg cast while Brian was discharged to go home because _ had no broken bones.	Ryan	Brian	Brian	agree	If X has a broken bone, and Y doesn't, then X would need a cast.
Erin was given a speeding ticket by Felicia because _ was going too fast on the freeway.	Erin	Felicia	Erin	agree	If X is going too fast, Y will give X a speeding ticket.
The wildlife photographer wanted to capture a wolf, and bought a new camera to replace his old camera because the _ was worse.	new camera	old camera	old camera	agree	If X is worse than Y as a tool, people will replace X with Y.
Felicia asked Victoria to teach them how to make wood furniture, because _ was masterful in this craft.	Felicia	Victoria	Victoria	agree	If X is masterful in a task then she will show Y how to perform the task.
The baby was able to sleep in the crib with the blanket instead of the duvet because the _ was comfortable.	blanket	duvet	blanket	agree	If X is more comfortable than Y, then the baby would sleep better with X.
Tanya helped Emily to sit down and write out their goals, because _ was experienced at this.	Tanya	Emily	Tanya	agree	If X has experience with something they can help Y who isn't experienced.
People liked being around Jeffrey more than around Neil because _ was a nice person.	Jeffrey	Neil	Jeffrey	agree	If people like X more than Y, then X is seen as a nicer person.
The teeth of Hunter were far better than Kevin because _ always brushed his teeth.	Hunter	Kevin	Hunter	agree	If X always brushes teeth but Y doesn't, then X's teeth are better.
I know I should use a board to iron my clothes on, but I usually just use a towel because the _ is more convenient.	board	towel	towel	agree	If X is more convenient than Y, then people prefer using X.
Mitch preferred his chicken wing sauce made with vinegar rather than with pepper, as he thought the taste of the _ was lovely.	pepper	vinegar	vinegar	agree	If X tastes lovely compared to Y, then X will be preferred.
Victoria always came first or second when they participated in track but Mary usually came last because _ was a fast runner.	Victoria	Mary	Victoria	agree	If X is faster than Y, then X will place higher than Y
The man preferred shooting a gun rather than a bow because the _ had a shorter range.	gun	bow	bow	agree	If Y has a shorter range, then X will be preferred over Y.
Rebecca showed Felicia that she was an experienced bricklayer, because _ had built such a strong foundation.	Rebecca	Felicia	Rebecca	agree	If X shows Y she is an experienced bricklayer, then X has built a strong foundation.
